,Title,Price,PID,Location,Bedroom,Bathroom,Toilet,Status,Date Added,Date Updated
502,6 bedroom House for rent  Parkview Estate Ikoyi Lagos," 150,000,000/year ",3LDPK,Parkview Estate Ikoyi Lagos,6,5,6,"Furnished ,Serviced",08 Apr 2024,02 May 2024
503,2 bedroom Flat / Apartment for rent Close To County Hospital Aguda(Ogba) Ogba Lagos," 1,800,000/year ",7LDSW,Close To County Hospital Aguda(ogba) Ogba Lagos,2,2,3,,09 Apr 2024,02 May 2024
504,"2 bedroom House for rent Ireakari Street, Off Ayobo Road, Ipaja Lagos"," 700,000/year ",7LCYG,"Ireakari Street, Off Ayobo Road, Ipaja Lagos",2,2,3,,02 Apr 2024,02 May 2024
505,2 bedroom House for rent  Parkview Estate Ikoyi Lagos," 7,000,000/year ",1LECX,Parkview Estate Ikoyi Lagos,2,2,3,,13 Apr 2024,02 May 2024
506,4 bedroom House for rent  Adeniyi Jones Ikeja Lagos," 6,000,000/year ",2LFBB,Adeniyi Jones Ikeja Lagos,4,4,4,Serviced,22 Apr 2024,02 May 2024
507,4 bedroom House for rent ONIRU Victoria Island Lagos," 12,000,000/year ",0LFCU,Oniru Victoria Island Lagos,4,4,5,"Furnished ,Serviced",23 Apr 2024,02 May 2024
508,1 bedroom Flat / Apartment for rent Library Ebute Ikorodu Lagos," 500,000/year ",2LELC,Library Ebute Ikorodu Lagos,1, ,2,,16 Apr 2024,02 May 2024
509,2 bedroom Flat / Apartment for rent Unity Estate Badore Ajah Lagos," 1,200,000/year ",6LCJZ,Unity Estate Badore Ajah Lagos,2,2,3,Newly Built,27 Mar 2024,02 May 2024
510,4 bedroom House for rent Kofoworola Estate Maryland (0kupe) Maryland Lagos, 8/year ,1LDUX,Kofoworola Estate Maryland (0kupe) Maryland Lagos,4,4,5,"Serviced ,Newly Built",10 Apr 2024,02 May 2024
511,2 bedroom Flat / Apartment for rent First Unity Estate Badore Ado Ajah Lagos," 1,200,000/year ",1LFNX,First Unity Estate Badore Ado Ajah Lagos,2,2,3,,26 Apr 2024,02 May 2024
512,Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 600,000/year ",0LDJU,Pedro Phase 1 Gbagada Lagos, , ,1,"Furnished ,Serviced ,Newly Built",06 Apr 2024,02 May 2024
513,Flat / Apartment for rent Lawanson Surulere Lagos," 750,000/year ",8LBFU,Lawanson Surulere Lagos, , , ,Newly Built,18 Mar 2024,02 May 2024
514,1 bedroom Flat / Apartment for rent Shomolu Lagos," 650,000/year ",6LEZH,Shomolu Lagos,1,1,1,"Furnished ,Newly Built",22 Apr 2024,02 May 2024
515,2 bedroom Flat / Apartment for rent Sumuola Mende Maryland Lagos," 1,700,000/year ",4LAMK,Sumuola Mende Maryland Lagos,2,2,3,,10 Mar 2024,02 May 2024
516,2 bedroom Flat / Apartment for rent Ologolo Lekki Lagos," 4,200,000/year ",8LEFQ,Ologolo Lekki Lagos,2,2,2,Newly Built,15 Apr 2024,02 May 2024
517,Flat / Apartment for rent  Abule-Ijesha Yaba Lagos," 600,000/year ",1KZKW,Abule Ijesha Yaba Lagos,0,0,0,Newly Built,29 Feb 2024,02 May 2024
518,2 bedroom Flat / Apartment for rent Majek Sangotedo Ajah Lagos," 1,700,000/year ",1LDBQ,Majek Sangotedo Ajah Lagos,2,3,3,,03 Apr 2024,02 May 2024
519,1 bedroom Flat / Apartment for rent H.r.c Estate Harris Drive VGC Lekki Lagos," 1,200,000/year ",4LDAT,H.r.c Estate Harris Drive Vgc Lekki Lagos,1,1,1,,03 Apr 2024,02 May 2024
520,Flat / Apartment for rent  chevron Lekki Lagos," 1,100,000/year ",4LDHR,Chevron Lekki Lagos,0,0,0,,05 Apr 2024,02 May 2024
521,Flat / Apartment for rent Banana Island Ikoyi Lagos," 20,000,000/year ",6KNGH,Banana Island Ikoyi Lagos,0,0,0,Furnished,14 Nov 2023,02 May 2024
522,2 bedroom Flat / Apartment for rent Oke-Ira Ogba Lagos," 1,700,000/year ",3LCWE,Oke Ira Ogba Lagos,2,2,3,Newly Built,01 Apr 2024,02 May 2024
523,1 bedroom Flat / Apartment for rent Idowu Estate Oke Ira Nla Ajah Lagos," 300,000/year ",2LDMU,Idowu Estate Oke Ira Nla Ajah Lagos,1,1,1,,07 Apr 2024,02 May 2024
524,"Commercial Property for rent 44, Road 1, Lekki County Estate Ikota Lekki Lagos"," 7,000,000/year ",7LDSG,"44, Road 1, Lekki County Estate Ikota Lekki Lagos",0,0,0,,09 Apr 2024,02 May 2024
525,Flat / Apartment for rent Van Daniel Estate orchid Lekki Lagos," 1,500,000/year ",1LDHQ,Van Daniel Estate Orchid Lekki Lagos,0,0,0,,05 Apr 2024,02 May 2024
526,3 bedroom Flat / Apartment for rent Monastery road Sangotedo Lagos," 2,000,000/year ",4LDHX,Monastery Road Sangotedo Lagos,3,2,3,,05 Apr 2024,02 May 2024
527,Flat / Apartment for rent Golf Road Lakowe Ajah Lagos," 1,000,000/year ",0LDXD,Golf Road Lakowe Ajah Lagos,0,0,0,,11 Apr 2024,02 May 2024
528,Flat / Apartment for rent Inside Santos Estate Akowonjo Alimosho Lagos," 400,000/year ",5KYGB,Inside Santos Estate Akowonjo Alimosho Lagos, , , ,,18 Feb 2024,02 May 2024
529,3 bedroom Flat / Apartment for rent  Allen Avenue Ikeja Lagos," 3,500,000/year ",2LFZV,Allen Avenue Ikeja Lagos,3,4,5,,30 Apr 2024,02 May 2024
530,1 bedroom Flat / Apartment for rent Sodik Estate Igbogbo Ikorodu Lagos," 300,000/year ",8LEZN,Sodik Estate Igbogbo Ikorodu Lagos,1,1,1,"Furnished ,Newly Built",22 Apr 2024,02 May 2024
531,2 bedroom House for rent Aguda(Ogba) Ogba Lagos," 1,800,000/year ",3LDLM,Aguda(ogba) Ogba Lagos,2,3,3,Newly Built,07 Apr 2024,02 May 2024
532,2 bedroom Flat / Apartment for rent Toyin Bus Stop Iju Lagos," 800,000/year ",3LDWU,Toyin Bus Stop Iju Lagos,2,2,2,Furnished,11 Apr 2024,02 May 2024
533,2 bedroom House for rent  Ojota Lagos," 1,100,000/year ",4LESM,Ojota Lagos,2,2,3,,18 Apr 2024,02 May 2024
534,Flat / Apartment for rent Golf Road Lakowe Ajah Lagos," 350,000/year ",4LDXD,Golf Road Lakowe Ajah Lagos,0,0,0,,11 Apr 2024,02 May 2024
535,Flat / Apartment for rent Golf Road Lakowe Ajah Lagos," 350,000/year ",4LDXD,Golf Road Lakowe Ajah Lagos,0,0,0,,11 Apr 2024,02 May 2024
536,2 bedroom House for rent Ketu Alapere Kosofe/Ikosi Lagos," 900,000/year ",4LEHL,Ketu Alapere Kosofe Ikosi Lagos,2,2,2,,16 Apr 2024,02 May 2024
537,1 bedroom Flat / Apartment for rent Dpkay Estate Orchid chevron Lekki Lagos," 1,000,000/year ",6LEJW,Dpkay Estate Orchid Chevron Lekki Lagos,1,1,1,Serviced,16 Apr 2024,02 May 2024
538,1 bedroom Flat / Apartment for rent Lawanson Surulere Lagos," 1,200,000/year ",0LBFU,Lawanson Surulere Lagos,1,2,2,Newly Built,18 Mar 2024,02 May 2024
539,4 bedroom House for rent Ikate Lekki Lagos," 7,500,000/year ",1LDWP,Ikate Lekki Lagos,4,4,5,,11 Apr 2024,02 May 2024
540,"1 bedroom Flat / Apartment for rent 9 Rafiat Ayinke Tinudu Close, Off Tf Kuboye Road, Oniru Victoria Island Lagos"," 3,040,000/year ",9LEAK,"9 Rafiat Ayinke Tinudu Close, Off Tf Kuboye Road, Oniru Victoria Island Lagos",1,1,1,Serviced,12 Apr 2024,02 May 2024
541,1 bedroom Flat / Apartment for rent Soyebo Close Off Doyin Omololu Street Alapere Kosofe/Ikosi Lagos," 700,000/year ",4LFNM,Soyebo Close Off Doyin Omololu Street Alapere Kosofe Ikosi Lagos,1,1,1,,26 Apr 2024,02 May 2024
542,1 bedroom Flat / Apartment for rent Off Ondo Street Oke-Ira Ogba Lagos," 350,000/year ",1LFLJ,Off Ondo Street Oke Ira Ogba Lagos,1,1,1,,25 Apr 2024,02 May 2024
543,2 bedroom Flat / Apartment for rent Meiran Abule Egba Lagos," 550,000/year ",1LFKE,Meiran Abule Egba Lagos,2,0,0,,25 Apr 2024,02 May 2024
544,"2 bedroom Flat / Apartment for rent Iyana Ekoro, Meiran Abule Egba Lagos"," 400,000/year ",6LFKD,"Iyana Ekoro, Meiran Abule Egba Lagos",2,0,0,,25 Apr 2024,02 May 2024
545,1 bedroom Flat / Apartment for rent Royal Pine Estate orchid Lekki Lagos," 950,000/year ",0LFBF,Royal Pine Estate Orchid Lekki Lagos,1,1,1,"Furnished ,Serviced ,Newly Built",22 Apr 2024,02 May 2024
546,Flat / Apartment for rent Off Freedom Way Lekki Phase 1 Lekki Lagos," 1,700,000/year ",2LDTK,Off Freedom Way Lekki Phase 1 Lekki Lagos,0,0,1,,09 Apr 2024,02 May 2024
547,3 bedroom House for rent Fatade Area Baruwa Ipaja Lagos," 1,000,000/year ",1LCCA,Fatade Area Baruwa Ipaja Lagos,3,3,4,,25 Mar 2024,02 May 2024
548,3 bedroom Flat / Apartment for rent  Osborne Foreshore Estate Ikoyi Lagos," 15,000,000/year ",9KZET,Osborne Foreshore Estate Ikoyi Lagos,3,3,4,Furnished,27 Feb 2024,02 May 2024
549,3 bedroom Flat / Apartment for rent Ikota Villa Lekki Lagos," 2,000,000/year ",2LDEC,Ikota Villa Lekki Lagos,3,3,4,,04 Apr 2024,02 May 2024
550,5 bedroom House for rent  Magodo GRA Phase 2 Kosofe/Ikosi Lagos," 15,000,000/year ",8LDWT,Magodo Gra Phase 2 Kosofe Ikosi Lagos,5,0,0,,11 Apr 2024,02 May 2024
551,"3 bedroom Flat / Apartment for rent Shoprite, Novera Mall Monastery road Sangotedo Lagos"," 1,500,000/year ",9LCTD,"Shoprite, Novera Mall Monastery Road Sangotedo Lagos",3,2,2,Serviced,31 Mar 2024,02 May 2024
552,"3 bedroom Flat / Apartment for rent Shoprite, Novera Mall Monastery road Sangotedo Lagos"," 1,500,000/year ",9LCTD,"Shoprite, Novera Mall Monastery Road Sangotedo Lagos",3,2,2,,31 Mar 2024,02 May 2024
553,"1 bedroom Flat / Apartment for rent H.r.c Estate Behind Of Vgc, Harris Drive Road Lekki Lagos"," 800,000/year ",1LEDA,"H.r.c Estate Behind Of Vgc, Harris Drive Road Lekki Lagos",1,1,1,,13 Apr 2024,02 May 2024
554,2 bedroom Flat / Apartment for rent Estate Close To Theranex Sangotedo Ajah Lagos," 1,500,000/year ",1LEPE,Estate Close To Theranex Sangotedo Ajah Lagos,2,3,3,,18 Apr 2024,02 May 2024
555,2 bedroom Flat / Apartment for rent Peaceville Badore Ajah Lagos," 1,500,000/year ",9LBPT,Peaceville Badore Ajah Lagos,2,2,3,Newly Built,20 Mar 2024,02 May 2024
556,Flat / Apartment for rent Olokonla Ajah Lagos," 4,000,000/year ",8LFJR,Olokonla Ajah Lagos,0,2,2,Furnished,25 Apr 2024,02 May 2024
557,4 bedroom House for rent Orchid Hotel Road Lekki Lagos Lekki Lagos," 7,000,000/year ",4LBZN,Orchid Hotel Road Lekki Lagos Lekki Lagos,4,4,5,"Serviced ,Newly Built",23 Mar 2024,02 May 2024
558,3 bedroom Flat / Apartment for rent Off Alpha Beach Road New Road Igbo-efon Lekki Lagos," 3,000,000/year ",0LCFW,Off Alpha Beach Road New Road Igbo Efon Lekki Lagos,3,3,4,"Furnished ,Serviced ,Newly Built",26 Mar 2024,02 May 2024
559,Commercial Property for rent  Opebi Ikeja Lagos," 75,000/sqm ",3LDCK,Opebi Ikeja Lagos, , , ,,04 Apr 2024,02 May 2024
560,Flat / Apartment for rent Sunny Villa Estate Badore Ajah Lagos," 500,000/year ",9LDHP,Sunny Villa Estate Badore Ajah Lagos,0,0,0,,05 Apr 2024,02 May 2024
561,4 bedroom House for rent Ikate Lekki Lagos," 7,000,000/year ",2LDWP,Ikate Lekki Lagos,4,4,5,,11 Apr 2024,02 May 2024
562,1 bedroom Flat / Apartment for rent  Sangotedo Ajah Lagos," 1,500,000/year ",9LFLW,Sangotedo Ajah Lagos,1,2,2,,26 Apr 2024,02 May 2024
563,3 bedroom House for rent Ikate Lekki Lagos," 4,000,000/year ",8LEDM,Ikate Lekki Lagos,3,4,4,Serviced,14 Apr 2024,02 May 2024
564,1 bedroom Flat / Apartment for rent Royal Pine Estate Orchid chevron Lekki Lagos," 1,600,000/year ",8LEEE,Royal Pine Estate Orchid Chevron Lekki Lagos,1,1,1,"Serviced ,Newly Built",14 Apr 2024,02 May 2024
565,3 bedroom Flat / Apartment for rent Thera Peace Zone Estate Sangotedo Ajah Lagos," 1,700,000/year ",3LECK,Thera Peace Zone Estate Sangotedo Ajah Lagos,3,3,3,,13 Apr 2024,02 May 2024
566,3 bedroom Flat / Apartment for rent Obawole Ifako-ogba Ogba Lagos," 2,000,000/year ",0LDWV,Obawole Ifako Ogba Ogba Lagos,3,3,3,Furnished,11 Apr 2024,02 May 2024
567,1 bedroom Flat / Apartment for rent Owoade Street Off Oyesiku Street Alapere Kosofe/Ikosi Lagos," 800,000/year ",8LFQE,Owoade Street Off Oyesiku Street Alapere Kosofe Ikosi Lagos,1,1,1,,26 Apr 2024,02 May 2024
568,2 bedroom Flat / Apartment for rent Majek Abijo Ajah Lagos," 1,200,000/year ",6LFZE,Majek Abijo Ajah Lagos,2,2,3,,30 Apr 2024,02 May 2024
569,3 bedroom Flat / Apartment for rent Infinity Estate Badore Ajah Lagos," 2,500,000/year ",6LCRX,Infinity Estate Badore Ajah Lagos,3,3,4,,30 Mar 2024,02 May 2024
570,2 bedroom Flat / Apartment for rent Peace Estate Badore Ajah Lagos," 1,200,000/year ",0LBQQ,Peace Estate Badore Ajah Lagos,2,2,3,Furnished,20 Mar 2024,02 May 2024
571,2 bedroom House for rent Aguda(Ogba) Ogba Lagos," 1,800,000/year ",4LENN,Aguda(ogba) Ogba Lagos,2,3,3,"Serviced ,Newly Built",17 Apr 2024,02 May 2024
572,2 bedroom Flat / Apartment for rent Hopeville Estate Sangotedo Ajah Lagos," 1,200,000/year ",3LEAB,Hopeville Estate Sangotedo Ajah Lagos,2,2,3,Newly Built,12 Apr 2024,02 May 2024
573,2 bedroom Flat / Apartment for rent Serene And Secure Compound Kajola After Lakowe School Gate Oribanwa Ibeju-Lekki Lagos," 650,000/year ",1LFTH,Serene And Secure Compound Kajola After Lakowe School Gate Oribanwa Ibeju Lekki Lagos,2,2,2,,28 Apr 2024,02 May 2024
574,1 bedroom Flat / Apartment for rent Osapa London Osapa london Lekki Lagos," 6,000,000/year ",2LDJE,Osapa London Osapa London Lekki Lagos,1,1,1,"Furnished ,Serviced",06 Apr 2024,02 May 2024
575,2 bedroom Flat / Apartment for rent Green Bay Estate Ilaje Along Lekki Expressway Lekki Lagos," 3,200,000/year ",2LFTH,Green Bay Estate Ilaje Along Lekki Expressway Lekki Lagos,2,2,2,"Serviced ,Newly Built",28 Apr 2024,02 May 2024
576,Flat / Apartment for rent Off Ajayi Road Ogba Lagos," 450,000/year ",0LCUQ,Off Ajayi Road Ogba Lagos,0,1,1,,01 Apr 2024,02 May 2024
577,Flat / Apartment for rent Close To 3rd Mainland Bridge Ebute Metta Yaba Lagos," 700,000/year ",3KVZN,Close To 3rd Mainland Bridge Ebute Metta Yaba Lagos,0,0,0,,26 Jan 2024,02 May 2024
578,3 bedroom Flat / Apartment for rent Lakowe Oribanwa Ibeju-Lekki Lagos," 900,000/year ",3LFMQ,Lakowe Oribanwa Ibeju Lekki Lagos,3,3,4,,26 Apr 2024,02 May 2024
579,2 bedroom Flat / Apartment for rent Peaceville Estate Badore Ajah Lagos," 1,000,000/year ",9LBPV,Peaceville Estate Badore Ajah Lagos,2,2,3,Furnished,20 Mar 2024,02 May 2024
580,4 bedroom House for rent Ogudu Gra Phase1 Ogudu GRA Ogudu Lagos," 10,000,000/year ",6KZQU,Ogudu Gra Phase1 Ogudu Gra Ogudu Lagos,4,4,5,,02 Mar 2024,02 May 2024
581,4 bedroom House for rent  Alagomeji Yaba Lagos," 7,500,000/year ",0KYVD,Alagomeji Yaba Lagos,4,5,5,Newly Built,23 Feb 2024,02 May 2024
582,3 bedroom Flat / Apartment for rent Royal Palm Will Badore Ajah Lagos," 1,500,000/year ",7LDDD,Royal Palm Will Badore Ajah Lagos,3,3,4,Furnished,04 Apr 2024,02 May 2024
583,2 bedroom Flat / Apartment for rent Aguda(Ogba) Ogba Lagos," 1,500,000/year ",7LCES,Aguda(ogba) Ogba Lagos,2,2,3,,26 Mar 2024,02 May 2024
584,3 bedroom Flat / Apartment for rent Otunla After Lakowe School Gate Oribanwa Ibeju-Lekki Lagos," 1,000,000/year ",3LFMR,Otunla After Lakowe School Gate Oribanwa Ibeju Lekki Lagos,3,3,4,,26 Apr 2024,02 May 2024
585,Flat / Apartment for rent Greenfield Estate Amuwo Odofin Lagos," 1,400,000/year ",3LAPB,Greenfield Estate Amuwo Odofin Lagos,0,0,0,,11 Mar 2024,02 May 2024
586,1 bedroom Flat / Apartment for rent Lawanson Surulere Lagos," 1,300,000/year ",6LFCM,Lawanson Surulere Lagos,1,2,2,Newly Built,23 Apr 2024,02 May 2024
587,1 bedroom Flat / Apartment for rent Lawanson Surulere Lagos," 1,300,000/year ",6LFCM,Lawanson Surulere Lagos,1,2,2,,23 Apr 2024,02 May 2024
588,1 bedroom Flat / Apartment for rent Lakeview 2 Rstate Amuwo Odofin Lagos," 1,200,000/year ",0LDYN,Lakeview 2 Rstate Amuwo Odofin Lagos,1,2,2,,11 Apr 2024,02 May 2024
589,2 bedroom Flat / Apartment for rent Agbonyin Surulere Lagos," 1,300,000/year ",0KYYZ,Agbonyin Surulere Lagos,2,2,3,,25 Feb 2024,02 May 2024
590,1 bedroom Flat / Apartment for rent  Olowora Ojodu Lagos," 850,000/year ",6LEYL,Olowora Ojodu Lagos,1,1,1,Serviced,21 Apr 2024,02 May 2024
591,3 bedroom Flat / Apartment for rent Kingsway Road Old Ikoyi Ikoyi Lagos," 13,000,000/year ",2LDQX,Kingsway Road Old Ikoyi Ikoyi Lagos,3,0,0,Serviced,08 Apr 2024,02 May 2024
592,5 bedroom House for rent Gbagada Phase 1 Phase 1 Gbagada Lagos," 10,000,000/year ",7LDAM,Gbagada Phase 1 Phase 1 Gbagada Lagos,5,6,7,Newly Built,03 Apr 2024,02 May 2024
593,3 bedroom Flat / Apartment for rent Bola Shadipe Masha Surulere Lagos," 3,000,000/year ",6LEJY,Bola Shadipe Masha Surulere Lagos,3,3,4,,16 Apr 2024,02 May 2024
594,Commercial Property for rent Lekki Epe Expressway Jakande Lekki Lagos," 7,000,000/year ",5KRQT,Lekki Epe Expressway Jakande Lekki Lagos, , , ,Newly Built,12 Dec 2023,02 May 2024
595,1 bedroom Flat / Apartment for rent Pedro Phase 1 Gbagada Lagos," 1,200,000/year ",3LDJT,Pedro Phase 1 Gbagada Lagos,1,1,2,"Furnished ,Serviced ,Newly Built",06 Apr 2024,02 May 2024
596,1 bedroom Flat / Apartment for rent Mafoluku Oshodi Lagos," 200,000/year ",1LEUX,Mafoluku Oshodi Lagos,1,1,1,Furnished,19 Apr 2024,02 May 2024
597,1 bedroom Flat / Apartment for rent Karimulaka Egbeda Alimosho Lagos," 1,000,000/year ",5LEBL,Karimulaka Egbeda Alimosho Lagos,1,2,2,"Furnished ,Newly Built",12 Apr 2024,02 May 2024
598,2 bedroom Flat / Apartment for rent  Ologolo Lekki Lagos," 2,800,000/year ",4LBGK,Ologolo Lekki Lagos,2,2,3,,18 Mar 2024,02 May 2024
599,2 bedroom Flat / Apartment for rent Obawole Ifako-ogba Ogba Lagos," 1,200,000/year ",4LCUQ,Obawole Ifako Ogba Ogba Lagos,2,2,3,,01 Apr 2024,02 May 2024
600,2 bedroom House for rent Private In House Garden Ogudu GRA Ogudu Lagos," 4,000,000/year ",8LCDN,Private In House Garden Ogudu Gra Ogudu Lagos,2,2,3,,25 Mar 2024,02 May 2024
601,1 bedroom Flat / Apartment for rent Off Fako Estate Oke-Ira Ogba Lagos," 1,200,000/year ",1LEWQ,Off Fako Estate Oke Ira Ogba Lagos,1,1,2,,20 Apr 2024,02 May 2024
602,3 bedroom Flat / Apartment for rent Ajao Estate Anthony Village Maryland Lagos," 4,000,000/year ",7LDCY,Ajao Estate Anthony Village Maryland Lagos,3,3,4,,04 Apr 2024,02 May 2024
603,4 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",7LBVT,Lekki Phase 1 Lekki Lagos,4,4,5,,22 Mar 2024,02 May 2024
604,4 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 10,000,000/year ",7LBVT,Lekki Phase 1 Lekki Lagos,4,4,5,,22 Mar 2024,02 May 2024
605,4 bedroom House for rent Ikota Lekki Lagos," 3,500,000/year ",0LEMK,Ikota Lekki Lagos,4,4,4,,17 Apr 2024,02 May 2024
606,4 bedroom Flat / Apartment for rent Ikoyi Lagos," 25,000,000/year ",9KYYK,Ikoyi Lagos,4,4,5,Serviced,25 Feb 2024,02 May 2024
607,2 bedroom Flat / Apartment for rent Off Fako Oke-Ira Ogba Lagos," 1,700,000/year ",2LEWQ,Off Fako Oke Ira Ogba Lagos,2,2,3,,20 Apr 2024,02 May 2024
608,Commercial Property for rent Majeck Bus Stop Sangotedo Ajah Lagos," 2,000,000/year ",4LFGK,Majeck Bus Stop Sangotedo Ajah Lagos,0,0,1,,24 Apr 2024,02 May 2024
609,House for rent Gerard road Ikoyi Lagos," 45,000,000/year ",4LFYL,Gerard Road Ikoyi Lagos,0,0,0,,30 Apr 2024,02 May 2024
610,"4 bedroom House for rent Tulip Heaven Estate, Chevron Drive Lekki Lagos"," 6,000,000/year ",8LFWA,"Tulip Heaven Estate, Chevron Drive Lekki Lagos",4,4,4,"Serviced ,Newly Built",29 Apr 2024,02 May 2024
611,5 bedroom Flat / Apartment for rent Mega Estate Badore Ajah Lagos," 4,500,000/year ",6LCHS,Mega Estate Badore Ajah Lagos,5,5,6,Newly Built,27 Mar 2024,02 May 2024
612,2 bedroom Flat / Apartment for rent  Sangotedo Ajah Lagos," 1,800,000/year ",9LDDJ,Sangotedo Ajah Lagos,2,2,3,Newly Built,04 Apr 2024,02 May 2024
613,2 bedroom House for rent Ligali Ayorinde Victoria Island Lagos," 13,000,000/year ",2LCRR,Ligali Ayorinde Victoria Island Lagos,2,2,2,"Furnished ,Serviced ,Newly Built",30 Mar 2024,02 May 2024
614,5 bedroom Commercial Property for rent Ligali Ayorinde Victoria Island Lagos," 30,000,000/year ",4LBJK,Ligali Ayorinde Victoria Island Lagos,5,0,4,,18 Mar 2024,02 May 2024
615,2 bedroom House for rent  Ifako-ogba Ogba Lagos," 2,700,000/year ",8LFHE,Ifako Ogba Ogba Lagos,2,3,3,Serviced,24 Apr 2024,02 May 2024
616,Commercial Property for rent Akin Adesola Adeola Odeku Victoria Island Lagos," 180,000/sqm ",2LECG,Akin Adesola Adeola Odeku Victoria Island Lagos, , ,5,"Serviced ,Newly Built",13 Apr 2024,02 May 2024
617,4 bedroom House for rent Freedomway Lekki Phase 1 Lekki Lagos," 11,000,000/year ",1KZJN,Freedomway Lekki Phase 1 Lekki Lagos,4,4,5,Serviced,29 Feb 2024,02 May 2024
618,3 bedroom Flat / Apartment for rent Infinity Ado Ajah Lagos," 2,500,000/year ",8LCSL,Infinity Ado Ajah Lagos,3,3,3,,31 Mar 2024,02 May 2024
619,3 bedroom Flat / Apartment for rent Agungi Lekki Lagos," 3,750,000/year ",3LDSW,Agungi Lekki Lagos,3,3,3,,09 Apr 2024,02 May 2024
620,2 bedroom House for rent Off Ago Palace Okota Lagos," 1,300,000/year ",7LDBZ,Off Ago Palace Okota Lagos,2,3,3,Newly Built,03 Apr 2024,02 May 2024
621,1 bedroom Flat / Apartment for rent Idowu Estate Oke Ira Nla Ado Ajah Lagos," 300,000/year ",9LDMA,Idowu Estate Oke Ira Nla Ado Ajah Lagos,1,1,1,,07 Apr 2024,02 May 2024
622,2 bedroom Flat / Apartment for rent Rockstone Estate Badore Ajah Lagos," 1,000,000/year ",9LCUX,Rockstone Estate Badore Ajah Lagos,2,2,3,Furnished,01 Apr 2024,02 May 2024
623,House for rent Bourdillon Ikoyi Lagos," 28,000,000/year ",5LCZL,Bourdillon Ikoyi Lagos,0,0,0,,03 Apr 2024,02 May 2024
624,3 bedroom House for rent  Ahmadu Bello Way Victoria Island Lagos," 9,000,000/year ",1LDPH,Ahmadu Bello Way Victoria Island Lagos,3,0,0,Furnished,08 Apr 2024,02 May 2024
625,2 bedroom Flat / Apartment for rent 1004 Estate Victoria Island Lagos," 4,500,000/year ",5LDCJ,1004 Estate Victoria Island Lagos,2,0,0,Serviced,04 Apr 2024,02 May 2024
626,House for rent Victoria Island Lagos," 75,000,000/year ",3KZMV,Victoria Island Lagos,0,0,0,,01 Mar 2024,02 May 2024
627,1 bedroom Flat / Apartment for rent Peaceville Estate Badore Ajah Lagos," 900,000/year ",0LFAK,Peaceville Estate Badore Ajah Lagos,1,1,2,,22 Apr 2024,02 May 2024
628,2 bedroom Flat / Apartment for rent Akoka Yaba Lagos," 2,500,000/year ",4KZLJ,Akoka Yaba Lagos,2,3,3,,29 Feb 2024,02 May 2024
629,4 bedroom House for rent King Size Estate Oregun Ikeja Lagos," 9,000,000/year ",2LEKZ,King Size Estate Oregun Ikeja Lagos,4,4,5,"Furnished ,Serviced ,Newly Built",16 Apr 2024,02 May 2024
630,4 bedroom House for rent Behind Pinnock Beach Osapa london Lekki Lagos," 15,000,000/year ",0LDYU,Behind Pinnock Beach Osapa London Lekki Lagos,4,4,5,"Furnished ,Serviced",11 Apr 2024,02 May 2024
631,2 bedroom Flat / Apartment for rent Christland Area Idimu Egbe/Idimu Lagos," 900,000/year ",9LDSB,Christland Area Idimu Egbe Idimu Lagos,2,3,3,Newly Built,09 Apr 2024,02 May 2024
632,3 bedroom Flat / Apartment for rent Flourish Estate Monastery Road By Shoprite Sangotedo Ajah Lagos," 2,000,000/year ",7LEDB,Flourish Estate Monastery Road By Shoprite Sangotedo Ajah Lagos,3,3,3,,13 Apr 2024,02 May 2024
633,2 bedroom Flat / Apartment for rent Olounda Estate Ketu Lagos," 2,000,000/year ",2LFZE,Olounda Estate Ketu Lagos,2,3,3,,30 Apr 2024,02 May 2024
634,1 bedroom Flat / Apartment for rent  Lekki Phase 1 Lekki Lagos," 3,500,000/year ",0LFFB,Lekki Phase 1 Lekki Lagos,1,1,2,Serviced,24 Apr 2024,02 May 2024
635,2 bedroom Flat / Apartment for rent Lekki Phase 1 Lekki Lagos," 4,000,000/year ",0LDUK,Lekki Phase 1 Lekki Lagos,2,3,3,,09 Apr 2024,02 May 2024
